title_norm,level_1,level_2
استا بنایی دیوار چین,7,71
تعمیرکارماهر,7,72
سرکارگرپوستاب قدیم,7,75
استادکار نقاشی اتومبیل,7,72
مکانیک ماشینهای ایرانی,7,72
استادکار عایقکاری,7,71
استادکارنسوزفولادسازی,7,71
تعمیرکارارشد برق ابزاردقیق وکنترل,7,74
کارگر پرداخت کاری قالب,7,72
مکانیک صنعتی درجه 3 تغلیظ,7,72
استادکاربرق وباطری,7,74
استادکارنگهداری و تعمیرات برق و تهویه,7,74
فرش بافی,7,75
استادکار ابکاری,7,72
پرسکارنجاری,7,75
کارگر فنی شبکه پساب,7,71
ریخته گردرجه یک ودو,7,72
ریخته گروقالبساز,7,72
جوشکارمخازن تحت فشار,7,72
سرمکانیک کارخانه خوراک دام,7,72
نصاب در و پنجره جداره,7,71
ابزارتیزکنی سنگزنی,7,72
ریگر جرثقیل ماشینی,7,72
سوراخ کار,7,72
برقکاروباطریسازدرجه سه,7,74
تنظیم کننده تک فاز,7,74
کارگرمتخصص تعمیرات بویلر,7,72
مسئول قالب گیری شکلات,7,75
سرکارگرروتوش رنگ قدیم,7,72
کارگرآهنگری وتعمیرات واگن,7,72
کمک الکتریسین برق صنعتی,7,74
برشکار و اسکارف,7,72
خیاطی اسفنج دوز,7,75
کارگرتعمیرات نیروگاه گازی مهندس قراردادی,7,72
کارگاه تراشکاری,7,72
برشکار تکمیلی محصولات,7,72
برق کار تولید,7,74
کارگرسیم پیچی,7,74
قالی بافی,7,73
کیسه دوز,7,75
جوشکاروبرشکاربرق,7,72
نجار قرقره ساز,7,75
کارگردرجه یک تکمیل لوله,7,72
آهنگرخودروارشدفنی,7,72
تعمیرکار الکترو موتور,7,74
مسئول رنگ رویه,7,72
استادکار برق کارخانه,7,74
کارگرگردگیرو پیستوله کار,7,72
جوشکارشیفت مکانیک,7,72
فیش زن ورنگ زن زیره شورو,7,75
فیتر مونتاژ کار درجه 6,7,72
مسئول تعمیرات پمپ,7,72
تعمیرات الکتروموتور,7,74
مسئول فلز کاری کارخانه شماره,7,72
کمک استادکار میکسرموادسازی,7,72
تراشکارتعمیرات مکانیکی خطوط,7,72
مکانیک تعمیرات سیارخط تولید,7,72
تعمیرات تاسیسات ساختمانی,7,71
استادکارجوشکاردرجه,7,72
استادکارفیتر ماشین کاغذ,7,72
بناآجرنسوزکاردرجه آموزشی ذوب,7,71
استادکار نجار بافندگی,7,75
استادکارخطوط انتقال,7,74
تعمیرکار کابل های مخابراتی,7,74
سرویس رینگ ج,7,72
اجرکاری,7,71
تعمیرکارالکتریکی بویلر,7,74
سراستادکاربرقکاردرجه دوفشارقوی,7,74
رنگرز پشم حمل پارچه,7,75
زیلوبافی,7,73
ساخت بنا,7,71
تعمیرکار تجهیزات الکتریکی جنبی فولادسازی و ترانسفرکارها,7,74
تعمیرکار درجه2 موتوری سنگین,7,72
پرسکاری درجه 1,7,72
بورینگ کارارشد,7,72
عایق کاری,7,71
سراستادکاربرقکارفشارقوی,7,74
سرستادپست چاپ ورنگسازی غلطکی,7,73
استادسفید کار ساختمان,7,71
استادکار تعمیرات تهویه,7,72
برقکارارشدمعدنی,7,74
حروف چین,7,73
عبادوز دستی,7,75
کارگر سنگ زن دستی درجه 1,7,71
گرماکار ارشد,7,71
درودگر نجار,7,75
کارگردکلبندی وسیم کشی,7,74
لوله کش وتاسیسات چی,7,71
استاددماشین پانتوگراف,7,72
جوشکار اتاق سازی وانت نیسان شاسی وکابین جوشکا,7,72
سیمبان تعمیرات شبکه,7,74
کارگر رنگ کار درجه 3 نقاش پیستوله ریخته گری,7,72
کارگرفنی جوشکاری,7,72
فلزکاروفلزکارنوسازی درجه 1,7,72
کمک مکانیک صنعتی درجه 2 تغلیظ,7,72
برقکارروشنایی درجه 3,7,74
نجاری,7,75
ساخت ساختمان,7,71
کارگرمتخصص الکتریک بویلر,7,74
استاد کار استخراج واماده سازی,7,72
کارگر گرگور دوزی,7,75
استادکار عملیات شبکه هوای,7,74
دوخت ودوز لباس,7,75
نصب دستگاه تهویه,7,71
کارگرپرداخت کاری قالب,7,72
استاد گچکار,7,71
استادکار عایق کاری و رنگ آمیزی,7,71
قفلسازوشیشه بر,7,72
استادکارلوله کشی خودروهای سنگین,7,72
ورقکار و جوشکار ارشد,7,72
آهنگر و خودروها,7,72
بافندگی حوله سرکارگربافندگی حوله وبلوجین,7,75
مکانیک درجه 3 سالنها,7,72
ریسندگی کارگر جاروکش تمامتاب,7,75
ورقکار و جوشکار درجه 4 اسکلت فلزی,7,71
کارگردرو پنجره ساز,7,71
آلومینیوم کار در,7,71
تعمیرکارفنی درجه 3,7,72
کمک مکانیک عمومی,7,72
بافنده درجه یک,7,75
تیغه ساز,7,72
مکانیک موتورهای دریایی,7,72
لوله کش درجه ساختمان تغلیظ,7,71
لوله کش سیار ساختمان,7,71
لویس کار,7,71
سرویسکاروکمک مکانیک صنعتی,7,72
کارگرتعمیرات مکانیک نیروگاه گازی,7,72
سازنده سنج,7,73
سراستادکارواستادکاربهره برداری دیزل,7,72
استادکار مکانیک وسائط نقلیه سنگین,7,72
جوشکاربرق وتست کار,7,72
لوله گذاری,7,71
ماشین کارعمومی,7,72
استاد کار راه سازی,7,71
تعمیرکارمکانیک تاسیسات عمومی شیمی,7,72
استادکارمکانیک ماشینهای کاغذ,7,72
کنترلرقالبگیری وماهیچه سازی,7,72
استادکار تعمیرات برق مخازن و سرویسهای جانبی,7,74
تعمیرکارموتور سیکلت,7,72
تراشکار نیمه ماهر,7,72
مسئول سرویس و تنظیم ماشین بافندگی,7,72
برکار معدنی,7,72
منبت کار مبل و وسایل چوبی,7,75
جوشکار دروپنجره,7,72
استادکار کنترل گلدوزی,7,75
جوشکار و برشکار ارشد پخت آهک,7,72
استادکار ریگر,7,72
تعمیرکارغلطک کشش لوله,7,72
سرکارگر برشکار ضایعات ذوبی,7,72
سرکارگرجوشکاری قطعات فلزی تعمیرقطعات,7,72
سرکارگرقالبسازی قالبهای دایکاست,7,72
کارگرلعابسازی,7,73
تعمیرلوازم خانگی,7,74
تعمیرکار خطوط ارتباطی,7,74
تعمیرکارالکترومکانیک ومونتاژتجهیزات,7,74
مکانیک بافندگی قدیم و جدید,7,72
تعمیرکارخط راه آهن,7,72
متصدی بافنده ودوزنده,7,75
متصدی تراش نهایی,7,72
کارگر تعمیر اسانسور,7,72
استادکارجوشکاروفلزکار پایه سازی,7,72
بافنده بافندگی سه حریر بافی,7,75
تعمیرکار مکانیک مواد رسانی وتصفیه دود نت فولاد سازی,7,72
تعمیرکار نت سنگ زنی,7,72
روکش کار تایر,7,72
فرزکار سبک cnc,7,72
آبکاری فلزات,7,72
آجرچینی نسوز,7,71
تعمیر کار وسایل گاز سوز,7,72
مکانیسین ماشین آلات سنگین,7,72
مکانیسین ماشین الات سنگین,7,72
تعمیرکار دستگاه های الکترونیک,7,74
سازنده در و پنجره الومینیومی,7,72
نقاشی صنعتی وساختمانی,7,71
قیرپاش ونقاش وپیستوله کار خودرو,7,72
تعمیرکاریک قالب,7,72
متصدی شیفت سرویسکاری ساعت,7,73
بیدسازی,7,75
کارمند برق و تهویه,7,74
مسئول داربست بندی,7,71
مونتاژکاروجوشکارارشدکولروکندانسور,7,72
اهنگروجوشکارساختمان اهنگروجوشکار,7,72
تعمیرکارپست های فشارقوی,7,74
قالی دستی باف ارشد,7,73
تعمیرکار دایره برق,7,74
کارگرفنی پرسکاری,7,72
سرویسکارروتی,7,72
قیچی کار ارشد,7,75
مکانیک خودروهای دیزلی ارشد,7,72
تعمیرکار تجهیزات ارتباطات فولادسازی و نورد پیوسته,7,74
تعمیرکار رولیاژ بهره برداری پست ها و شبکه ها,7,74
اپراتورانجام کارهای تعمیرات بویلر وهیترها,7,72
تعمیرکارارشدتعمیرات غلطک,7,72
برشکارآسترغیرچرمی,7,75
مسئول کمپرسورتعمیرچکش حفاری,7,72
متصدی جوش درزریل الکتریکی,7,72
کارگر گچ کار ساختمان,7,71
شاگرد مکانیکی خودرو,7,72
کمک شابلون ساز,7,72
تعمیرات ونگهداری ماشین کارهسته,7,72
چادرشب دوز دستی,7,75
برشکار عمومی,7,72
سندبلاس کار,7,72
متصدی ارشد تعمیرات الکتریکی و عویض پروانه های خنک کننده و پروانه ترمز دینامیک,7,74
کارگرسمباده افقی,7,72
کارگر مکانیک احیاء,7,72
چسب و جعبه سازی کارگر,7,75
کارگرمتخصص تعمیرات ترانس,7,74
تعمیرکارالکتریکی ریخته گری,7,74
تعمیرکاربرق والکترونیک درپست برقکارشبکه توز,7,74
جوشکار پرس جوش,7,72
سنگزن وتمیزکارارشد کارگاه توسعه دیگ بخار,7,72
کارگر تعمیرات پمپهای سنگین,7,72
استاد کار داربست,7,71
کابینت ساز چوبی,7,75
استادکار جوشکار پلی اتیلن,7,72
برقکارفشارضعیف درجه 2,7,74
جوشکاردرجه یک ودو,7,72
سیمبان برق,7,74
شاگردصافکاری,7,72
مسئول قالب بندی,7,71
کارگردرجه دو چرخکاری,7,75
تعمیرکار گیپور,7,75
ریخته گر ذوب,7,72
سازنده در و پنجره آلمینیومی,7,72
تعمیرکار تجهیزات اعلام و اطفا,7,74
سفالگری,7,73
سنگزن تولید,7,71
کارگرتیرریزی آرماتورکارگاه آرماتور,7,71
کارگرخدمات فنی مکانیک پرس,7,72
استادکار ودوفتیله,7,75
کارگردانه بند,7,75
اپراتور فرز cnc,7,72
خیاط درجه دوکفش چرمی,7,75
کارآموز ام دی اف کار,7,75
کارگرچاپ افست ورقی دورنگ,7,73
کارگرکابینت چلسکی,7,75
اپراتور چرخ خیاطی کمرکش,7,75
ماشینکاری درجه 2 تراش,7,72
کمک فلزکار معدن,7,72
تعمیرکار تعمیرات مکانیک آبرسانی فولادسازی,7,72
تعمیرکارالکتریکی,7,74
لعابزن سالن لعاب,7,73
استادکارمکانیک منطقه باگاس اداره مهندسی,7,72
کناف کار,7,71
فوت زن سالن بافندگی,7,75
ساخت در و پنجره چوبی,7,75
مدلساز م,7,72
بافنده لابور نیتینگ,7,75
تعمیرکاردرجه تعمیرات تایروبالانس مهندسی,7,72
برشکاررویه,7,75
سراستادکاربرشکارو جوشکار,7,72
تعمیرکارپمپ ها,7,72
سرشیفت ومکانیک,7,72
سرکارگرشات بلاست,7,72
سرکارگرفنی حلاجی وکاردینگ,7,75
سرپرست برق صنعتی,7,74
صافکار اتومبیل صافکار متری,7,72
کارگر فنی تعمیرات تجهیزات مکانیک مکانیزمهای خاص,7,72
بنا در جه,7,71
سرپرست برق راه اندازی,7,74
تعمیرات وتجهیزات برق الکترونیکی,7,74
کارشناس تولید درجه 1 مونتاژ فرزکار,7,72
جوشکار درب و پنجره پروفیلی,7,72
مسئول تعمیر ماشین های الکتریکی,7,74
استادکار ذوب ریزی,7,72
بدنه ساز,7,72
کابیت ساز چوبی,7,75
کارگر تعمیرات نیروگاه دیزل,7,72
کارگرحفاروبتون ریزی,7,71
جوشکارمکانیک,7,72
جوشکاروتعمیرکارواگن,7,72
جوشکارولوله کش تعمیرات تاسیسات ضروری,7,72
ماهیچه ساز م,7,72
ریگرآموزشی انبارشهرسازی انبار,7,72
مکانیک وسرویسکاروتعمیرکارسالن,7,72
تراشکار تعمیرخانه,7,72
استاد کار صافکار ماشین آلات سنگین,7,72
برقکار تاسیسات برق و روشنائی,7,74
آسیاب کار تعمیرکارولوله سازوجوشکاروغیره,7,72
تعمیر دستگاه پول,7,72
تعمیرکارمکانیک انبارموادخام,7,72
تعمیرکارمکانیک تعمیرگاه مرکزی,7,72
سرویسکاران سالنهای تولید,7,72
مسئول تعمیرات شیرهای دوجانبه,7,72
تعمیرکارپست برق,7,74
سراستادکارفنی چاپ,7,73
کارگربرش سنگ,7,71
کارگرنصب ملحقات وسنگ زنی,7,71
کارگاه هیدرولیک,7,72
کارگرچکش هیدرولیک,7,72
مکانیک درجه سه لیفتراک,7,72
سرویکاردستگاه تولید,7,72
پست مکانیک,7,72
تعمیرکار اتومبیل سواری,7,72
سراجی,7,75
متصدی تاسیسات موتورخانه,7,72
استادکار ماشین اکسترودر,7,72
رنگ کار مبل,7,75
ریگر جرثقیل برجی,7,71
آرماتور بند,7,71
اهنگردرجه ماشین آلات معدن,7,72
تصفیه اب مکانیک ماشین الات صنعتی,7,72
برشکارپروفیل,7,72
تعمیرکارهیدرولیکی وپنوماتیکی دستگاه لوله ساز,7,72
کارگر آب کاری و سیاه کاری,7,72
تعمیرکارکمپرسور,7,72
کارگرفنی یک تاسیسات,7,72
ماشین کاردرجه نجاری,7,75
آهنگر وجوشکار,7,72
جوشکار ساخت,7,72
تعمیرکاردرجه ماشین آلات سنگین مهندسی,7,72
رنگریز,7,75
تعمیرکارتنظیمات رادیویی,7,74
رنگ پاشی,7,72
مکانیک چرخ خیاطی,7,72
کارگرتعمیرات توربین,7,72
استاد کار تعمیرات ونگهداری تونل,7,71
استادکار ارشد,7,72
سیم پیچ درجه یک,7,74
کمک نجار ساختمانی,7,71
کارگر مکانیک گندله سازی,7,72
کارگر صافکاری,7,72
تسمه چرمی ساز دستی,7,75
بورینگ کار وقالبساز,7,72
کارگرعملیات برقکار,7,74
تولید کنندگان محصولات چوبی,7,75
کمک تعمیرکار مکانیک نت نورد مکانیک,7,72
کمک مکانیک حفاری,7,72
تعمیرکار الکترومکانیکی درجه2,7,72
تعمیرکار تاسیسات و تجهیزات فنی,7,71
تعمیرکار دستگاه های نجاری,7,72
سنگ کارماشین کاری,7,71
تعمیرکار شرکت برق,7,74
تعمیرکار نت کلیدها,7,74
تعمیرکارارشد تعمیرات برق نورد,7,74
کارگر فنی خطوط فشارقوی انتقال و فوق توزیع,7,74
تولیدکننده ترشیجات و شوریجات,7,75
مکانیک درجه 1 مهندسی,7,72
تعمیرکارتجهیزات برق وابزار دقیق اضطراری احیاءمستقیم نورد پیو,7,74
استادکار تعمیرات تصفیه خانه,7,71
جوشکار مکانیسین,7,72
ساخت ابزاروقطعات,7,72
جوشکاری وآهنگری سالن,7,72
جوشکاری وخدمات,7,72
مامورقطع ووصل,7,74
برشکاری چوب,7,75
تعمیرات کوره واحدیک,7,72
کارگر سیم کش شبکه های هوایی,7,74
خیاط مردانه کت و شلوار,7,75
فن ورز تولید سنباده,7,72
خمکاریک,7,72
ماشینکار و قالبساز متصدی ماشین قالب گیری وماهیچه گذار,7,72
کا رگر سنگ زنی,7,72
تعمیر پکیج,7,71
تعمیرات ماشین الات مکانیک درجه 2,7,72
تعمیرکار ترانسفورماتور واحد تعمیرات ترانسفورماتور,7,74
فینگر کار چی,7,72
ساخت کابینت,7,75
تعمیرکارتایر,7,72
کمک مونتاژکاروجوشکار پکیج,7,72
پرداخت کاری پولیشکار درجه 1,7,72
مسئول طبخ و تبلور شکر,7,75
سوزنچی جداکاری,7,75
دندان سازی,7,73
کمکمکانیک فنی,7,72
مکانیک درجه یک ماشینهای کاغذتعمیرات,7,72
استادکار مکانیک,7,72
استادکار مکانیک کوره بخار,7,72
تعمیرکارارشد کمک مکانیک,7,72
سر بافنده بافندگی حریر بافی,7,75
پمپ چی تعمیرگاه,7,72
استادکارتعمیرماشینهای بسته بندی,7,72
تعمیرکار شیفتsx,7,72
تعمیرکار پمپ اب,7,72
تعمیرکاربرق تاسیسات,7,74
رویه کوب کفش,7,75
کارگر فنی نگهداری و تعمیرات عمومی,7,71
فنی وبرق,7,74
مته کاردرجه یک پوسته کلاج,7,72
استاد کار مکانیک تعمیرات دستگاههای یرون چاهی,7,72
برقکار ودیگ بخارسالن ریسندگی,7,74
تراشکارتولید,7,72
اداره امور ناوگان اداره کل راه اهن اذربایجان تعمیرکار واگن,7,72
زری دوز دستی,7,73
جوش کار نورد,7,72
بلوک زنی وبرشکاری,7,71
جعبه ساز و مهرزن,7,73
کارگر فنی تعمیرات ابزارآلات تجهیزات کارگاهی,7,72
ماشینکاروابزارسازارشددرپست تکنسین ماشینکار,7,72
قندریز شیرینی دستی,7,75
کارگرمتخصص تعمیرات تاسیسات,7,71
دوزنده لباس زنانه,7,75
جوشکار سی او,7,72
جوشکارماشین آلات معدنی و ساختمانی,7,72
مکانیک ابزار دار,7,72
ریگر جرثقیل سقفی دو پل,7,72
تعمیرکاردیجیتال ابزاردقیق,7,74
سرویس کارقالب ها,7,72
باطریساز ماشین آلات سنگین و سبک,7,72
بافنده با دست,7,75
تعمیرکاربرق اسکلت فلزی وآهنگری,7,74
مکانیک ماشین آلات بنزینی معدن,7,72
نقشه ساز ونقشه دوز,7,75
کارگر رنگ و سندبلاست,7,72
ساخت کابینت چوبی,7,75
مکانیک درجه 1 تهیه بدنه,7,72
استادکار مکانیک برق و سایط نقلیه,7,72
مسئول بازکاری خودرو,7,72
کارگر لوله کش ونصب وتعمیرخطوط لوله,7,71
ماکوساز بافندگی,7,72
رنگکار درجه 1,7,72
کارگر ماشینکاری,7,72
دوخت و دوز,7,75
سرویسکاربرق,7,74
تعمیرکارموادآنتی اسیددرجه پالایشگاه,7,72
جوش وکاربیت کاری,7,72
چادرشب بافی,7,75
نصاب دریچه کشوئی پاتیل و تمیزکاری پاتیل,7,72
قالب گیر فلز با ماشین,7,72
جوشکار لوله,7,72
مسئول سنگ کاری,7,71
تعمیرات شبکه توزیع,7,74
تعمیرکارتعمیرات مکانیک توربین,7,72
مشاغل همه چینی,7,73
سراستادکاربرق وباطری,7,74
لحیمکاروو کارگاه مونتاژاولیه,7,74
استاد کار ماشینکاری پلاستیک,7,72
متصدی برق سالن,7,74
بنادرجه آموزشی ذوب,7,72
متصدی تعمیرات مکانیک خمیرسازیها,7,72
مکانیسین دیزل درجه 2,7,72
برقکارتونل ومعدن,7,74
مراقبتکار بازرسی و رفع اتصال کوتاه پالایش و,7,74
سرکارگرقالب گیری,7,72
ماشین کار بانام,7,72
استادکارمراقب مخزن وپمپ آب,7,72
بتون ریزی ساختمان,7,71
تعمیرکار نت برق اتوماسیون و ابزار دقیق فولادسازی,7,74
تعمیرکاردرجه مکانیک صنعتی پالایشگاه,7,72
تعمیرکارعمومی دو,7,72
تعویض روغن انواع خودرو,7,72
چسب کاری کفش,7,75
اتشباری,7,71
چله بنددو سربند,7,75
متصدی چاپ سیلک اسکرین,7,73
فورمن فنی نخ تابی,7,75
مسئول قالبندی,7,71
کمک برشکاراره نواری کوچک وگرد,7,75
تجهیزات صوتی خودرو,7,74
جوشکار درجه 2 صنعتی پالایشگاه و ریخته گری,7,72
دورگیر کفشهای لاستیکی,7,75
فورمن جوشکاری,7,72
نقاش درجه یک و,7,71
ابکاری شیمیائی,7,72
کارگر نقطه جوشکار,7,72
تعمیرکاربرق فشارقوی,7,74
آتشکــار قیر قیرچی,7,71
مکانیک نوار نقاله دستگاه حفاری tbm,7,72
کارگر ارشد کرگیری معدن,7,72
استادکارلوله کشی ساختمان امورشهر,7,71
استادکارفنی معدن,7,72
خشت زن خشت تر,7,71
فلزکار درجه 3,7,72
تعمیر کار بویلر,7,72
بافندگی ژاکارد,7,75
تعمیرات کارگرخدمات فنی تاسیسات,7,72
تعمیرکار تجهیزات برق و اتوماسیون و ابزاردقیق اتاق برق,7,74
مکانیک تهویه تاسیسات,7,72
کارگرتعمیرپستهاوخطوط هوایی,7,74
استادکارفنی,7,72
آهنگری ماشین آلات سنگین,7,72
کارگر آهنگر خودرو,7,72
کارگر جوشکاری دستی,7,72
مقنی کارگرفاضلاب,7,71
تعمیرکار مکانیک کمپرسورهاوژنراتورها,7,72
ژیگرهای رنگرزی تکمیل,7,75
اره تیزکنی,7,72
اهنگرجوشکارارشد,7,72
جوشکاری در و پنجره,7,72
استادکارگره زن نخ چله,7,75
برشکار وخیاط,7,75
فرم بندوحروف چین,7,73
مکانیک تعمیرات سیار ر د,7,72
تعمیرکار پستهای فشارقوی,7,74
تعمیرکار یک قالب,7,72
برقکارخطوط تولید,7,74
آسفالت لوله کار,7,71
استادکاربرق وباطری نقلیه,7,74
بافنده راشلپ,7,75
تعمیرکار میدی باس,7,74
درودگر کارگردودگری,7,75
مسئول موقت فلزکاری,7,72
برقکارووو,7,74
تعمییرکار مولد برق,7,74
کارگر رنگرزی تکمیل و رنگرزی حریر,7,75
استادبنا,7,71
تعمیرکارخطتولید,7,72
بناساختمان دیوار چین,7,71
کارگر درجه 1 اره و برش,7,75
تعمیرکارجرثقیل,7,72
سرکارگراستخرلوله,7,71
مکانیک عمومی امور اداری,7,72
کارگرریختگری,7,72
تراشکاری دستگاه ها,7,72
نقاش صنعتی پیستوله کار,7,71
نقاشی اتومبیل سواری,7,72
ستادکار برق ریسندگی,7,74
کارگر ارشد خدمات فنی,7,72
کارگرمکانیکی قسمت حلاجی وکاردینگ,7,72
کارگرنجارفیکسه ارشد,7,75
کارگرچاپ افست ورقی درجه 3,7,73
استاد کار تاسیسات و تجهیزات,7,72
کمک مکانیک ریسندگی در شیفت,7,72
استادکار تعمیرات تریلرهای سبک,7,72
تعمیر دستگاه ها,7,72
مکانیک دولاتابی,7,72
کارگرماهرساخت جامدات,7,75
ابکارعملیات حرارتی,7,72
زیر و بند ساز اتومبیل,7,72
استادکاروکارگربرق روستا,7,74
تعمیرکار سیار یخچال,7,74
استادکاروکارگران قطع و وصل و نصب و انشعابات,7,74
رنگ زن چرم,7,75
مسئول دستگاه تراش,7,72
مکانسین ماشین آلات کشاورزی,7,72
کارگربرقکارشبکه های هوایی,7,74
جوشکارتولید تله دراین,7,72
سیم یچ الکتروموتور,7,74
چرخکارزنجیر,7,72
کارگرپیستوله کار,7,71
سرمه دوز ترمه,7,75
سرکارگرپرس سبک,7,72
کارگر لوله کش صنعتی,7,71
تعمیرکارفرمان ماشین,7,72
تودوزی کار,7,75
جوشکار درجه1,7,72
مکانیک ماشین آلات چاپ و تکمیل,7,72
کارگرشبکه فشارضعیف,7,74
کارگرماهرمونتاژسالن تولید,7,72
کارگرفرزکاروتراش کار,7,72
تعمیرکار دو لیفتراک,7,72
لحیمکاری,7,74
تعمیرکار متخصص مکانیک دود و هوا,7,72
سازنده بدلیجات سنگی,7,73
کارگر متخصص,7,72
نانوای نان سنتی,7,75
کارگرامورمکانیک خط لوله تعمیردستگاههای خط تولید,7,72
کمک تعمیرکارمکانیک مکانسین نیروگاه,7,72
بنا سفتکار ساختمان,7,71
صحاف درجه سه,7,73
آلماتور بندی,7,71
کارگرواستادکارنوسازی وشبکه,7,74
ارماتور بند ساختمان,7,71
استاد لوله کش گاز خانگی و تجاری,7,71
مسئول اهنگری وجوشکاری,7,72
استادکار ارشد نت خدمات الکترونیک,7,74
تعمیرکارریسندگی,7,72
ماشین کار جوش اصطلاحی,7,72
نقاش خط تولید,7,71
سیم کشن ساختمان,7,74
مکانیک اپراتور اره تیزکن,7,72
مکانیک دیزل ژنراتوروکمپرسور,7,72
استادکاربنا,7,71
تعمیرکارتجهیزات الکتریکی پیشگیری جراثقالهای سقفی ریخته گری,7,74
تعمیرکار ابزاردقیق,7,74
تعمیرکاربرق آهن اسفنجی,7,74
لوله کش صنعتی وبهداشتی درجه یک,7,71
مکانیک درجه وسایل سنگین معدن,7,72
باطریساز اتومبیل,7,72
بافنده قالی درجه 2,7,73
ابزارمندشیفت,7,72
مسئول آهنگری وجوشکاری,7,72
ورقکار درجه,7,72
جوشکاربرق درجه 3 هواسازوبرج,7,72
جوشکاری کاربید,7,72
مکانیک یک اتوکنز,7,72
آرماتور بند ساختمان,7,71
برشکارماشینی مسئول,7,72
تراشکار کارگاه,7,72
دولا تاب,7,75
کمک مونتاژکاروجوشکارکندانسورهوایی,7,72
مسئول نگهداری و تعمیرات ا بنیه داخل شرکت,7,71
تعمیرکار قطعات میز,7,72
برشکاررویه چرمی,7,75
سرجوشکار تعمیرخانه,7,72
متصدی ومسئول تعمیرات خطوط روشنائی,7,74
کارگر رنگ و صافکاری درجه2,7,72
استادکاروسایل سنگین درجه 1 معدن,7,72
تراشکاری درجه 2,7,72
عدلبندبخش تکمیل,7,75
مسئول رنگ پودری و رنگ کاری,7,71
مکانیک شیفت فاخ ماشین,7,72
تعمیرکار برق وابزار دقیق گندله سازی,7,74
مکانیک ماشین آلات درجه 1 مهندسی,7,72
کمک مکانیک ماشین های سنگین,7,72
جوشکاردروپنجره,7,72
مکا نیک دستگاههای تهویه و خنک کننده,7,72
کارگرنسوزکار,7,71
ماشین کاردرجه وو,7,72
بنا نسوزکار,7,71
متصدی تعمیرات مکانیکی بخاروتصفیه اب,7,72
کمک سازنده هواساز،پکیج،کندانسور,7,72
تولیدکننده کیک و کلوچه خانگی,7,75
کارگر نجاری داخل تونل,7,75
تعمیرکارارشدبرق اکسیژن وکمپرسورخانه,7,74
کارگرمیتلر,7,72
تعمیرکارکارگاه الکتریک,7,74
ارماتور بندی ساختمان,7,71
سرویسکاراتومات,7,74
سرویسکارسالن مواد خام,7,72
بستن انواع داربست فلزی,7,71
شیفت برق,7,74
متصدی تعمیرگاه ونگهداری چاه معدن,7,72
نانوا مشاغل سخت,7,75
کارگرمتخصص سیستم کارگاه الکترومکانیک,7,72
تعمیرکار برق تعمیرگاه الکتریکی,7,74
قالی بافی با دست,7,73
کارگرجوشکار تولیدشن وماسه,7,72
استادکارجوشکار معدن,7,72
تعمیرکار مکانیک و هیدرولیک تجهیزات دوار,7,72
تعمیرکار سه برق و الکترونیک,7,74
برشکارسرد و گرم عملیات اولیه پل وسازه های فلزی,7,72
فرزکاری,7,72
تابلوساز برق فشار قوی,7,74
تعمیر وسایل سرمایشی و گرمایشی,7,72
تعمیرکارمکانیک سیستم های حرارتی وبرودتی,7,72
تعمیرکارمکانیک ماشین آلات خدمات فنی آهنگری,7,72
جوشکار دقیق,7,72
مکانیکیک بافندگی,7,72
خیاطدرجه یک کفش چرمی,7,75
مکانیکتاسیسات وتهویه,7,72
مکانیک تعمیرات بافنده,7,72
سرباطریسازوبرقکاردرجه,7,74
سنگ زنی وتمیزکاری قطعات,7,72
اسپلایسر و سیمان زن بید,7,71
رنگ آمیزی,7,71
استادکار ارشد مکانیک وسائط نقلیه و ماشین های متحرک ساختمانی ویژه,7,72
استادکار تعمیرات تاسیسات حرارتی و برودتی,7,72
استادکار تعمیرات جت زنی,7,72
سرمکانیک تابندگی,7,72
نقطه جوشکارارشد,7,72
مکانیک ارشدصنعتی قسمت صابون سازه,7,72
ورق کار و جوشکار,7,72
رنگ امیزی,7,71
دوخت لباس های برش زده,7,75
پالت سازوو,7,75
پرسکارقالب بندکارگاه پرسکاری,7,72
کارگر فنی تعمیرات تجهیزات استاتیک منطقه دسترسی آزاد,7,72
تینرسازوتکمیل کن درجه 1,7,72
متصدی تعمیرات و خدمات عمومی,7,72
آرماتور بندی ساختمان,7,71
کارگرنقطه کار مهره جوش,7,72
تعمیر انواع خودرو,7,72
برش کاری سنگ,7,71
تعمیرکار ارشددستگاههای سردکننده,7,72
تعمیرکار روزکار تاسیسات,7,72
مکانیک ماشینهای تولید,7,72
بخاری,7,72
برشکارگاز,7,72
ریخته گری و قالب سازی,7,72
مکانیک درجه یک پرس,7,72
ریخته گری درجه 2,7,72
تعمیرات مبل,7,75
تعمیرکار رادیاتور ماشین,7,72
تراشکار و فرزکار واحد تعمیرات نورد نهایی,7,72
سر استاد کار و استاد کار بهره برداری دیزل,7,72
سربافنده حوله,7,75
سرویسکارو گریسکار,7,72
بناها,7,71
تعمیرکار ماشین سواری,7,72
تعمیرکاربرق ماشین آلات وجرثقیل ماشین ومونتاژ,7,74
سنگزن ریخته گری,7,72
متصدی ارشد صافی دوزی,7,75
کمک مکانیک پست,7,74
مخمل بافی,7,75
پرداختکار وکارگاه پرداختکاری,7,72
استاد کار بافندگی وچله پیچی,7,75
تعمیر کار کارخانه,7,72
سرکارگرتراشکاری میل سوپاپ,7,72
استادکاروارپنگ ف,7,75
اگفرتعمیرگاه مکانیکی صنعتی,7,72
